Marca,Potencia,Tipo de vehículo,Año,Km,Tipo Gasolina,Ubicación,Precio
MERCEDES-BENZ Clase A,200,,2017,91200,Diésel,Vizcaya,23790
MERCEDES-BENZ Clase A,180,,2020,83553,Diésel,Madrid,20690
MERCEDES-BENZ Clase A,180,,2019,67512,Gasolina,Madrid,23890
MERCEDES-BENZ Clase A,200,,2016,152000,Diésel,Madrid,18690
MERCEDES-BENZ Clase A,180,Sedán,2020,140000,Gasolina,La Coruña,22490
MERCEDES-BENZ Clase A,200,,2020,66000,Gasolina,Madrid,28690
MERCEDES-BENZ Clase A,200,,2018,79000,Gasolina,Madrid,23850
MERCEDES-BENZ Clase A,250,,2021,28900,Híbrido Enchufable,Madrid,31900
MERCEDES-BENZ Clase A,200,,2019,83346,Diésel,Madrid,27800
MERCEDES-BENZ Clase A,200,,2017,94000,Diésel,Málaga,20999
MERCEDES-BENZ Clase A,200,,2023,9981,Diésel,Málaga,33490
MERCEDES-BENZ Clase A,180,,2021,75254,Diésel,Valencia,26990
MERCEDES-BENZ Clase A,200,,2022,15716,Diésel,Málaga,31990
MERCEDES-BENZ Clase A,180,,2024,3599,Gasolina,Barcelona,37400
MERCEDES-BENZ Clase A,180,,2014,70024,Diésel,Barcelona,16300
MERCEDES-BENZ Clase A,200,,2023,31841,Diésel,Madrid,33980
MERCEDES-BENZ Clase A,200,,2023,24289,Diésel,Cádiz,34900
MERCEDES-BENZ Clase A,180,,2008,166000,Diésel,Alicante,8999
MERCEDES-BENZ Clase A,180,,2012,225000,Diésel,Madrid,12900
MERCEDES-BENZ Clase A,180,,2023,19501,Gasolina,Cádiz,32890
MERCEDES-BENZ Clase A,200,,2018,43456,Gasolina,Madrid,30490
MERCEDES-BENZ Clase A,200,,2019,49326,Diésel,Madrid,27840
MERCEDES-BENZ Clase A,180,,2020,94000,Diésel,Madrid,24000
MERCEDES-BENZ Clase A,200,,2022,73365,Diésel,Madrid,27990
MERCEDES-BENZ Clase A,180,,2023,14000,Diésel,Málaga,30900
MERCEDES-BENZ Clase A,180,Sedán,2020,95000,Diésel,Alicante,29900
MERCEDES-BENZ Clase A,180,,2017,83760,Diésel,Cáceres,17990
MERCEDES-BENZ Clase A,200,,2018,27700,Diésel,Barcelona,24900
MERCEDES-BENZ Clase A,200,,2023,25181,Diésel,Cádiz,33900
MERCEDES-BENZ Clase A,180,,2018,93253,Diésel,Madrid,24199
MERCEDES-BENZ Clase A,180,Sedán,2020,94248,Diésel,Valladolid,24490
MERCEDES-BENZ Clase A,180,,2017,135415,Diésel,Madrid,15870
MERCEDES-BENZ Clase A,150,,2021,24500,Diésel,Cantabria,37500
MERCEDES-BENZ Clase A,180,,2018,66000,Gasolina,Madrid,21190
MERCEDES-BENZ Clase A,180,,2023,13261,Híbrido,Málaga,32990
MERCEDES-BENZ Clase A,250,,2024,800,Híbrido,Sevilla,47900
MERCEDES-BENZ Clase A,200,,2018,98610,Gasolina,Barcelona,27990
MERCEDES-BENZ Clase A,200,,2018,54200,Diésel,Madrid,23490
MERCEDES-BENZ Clase A,180,,2023,29123,Diésel,Guipúzcoa,33890
MERCEDES-BENZ Clase A,200,Sedán,2022,15621,Diésel,Málaga,31990
MERCEDES-BENZ Clase A,180,,2023,10341,Diésel,Málaga,31990
MERCEDES-BENZ Clase A,180,Sedán,2019,56831,Diésel,Cádiz,26490
MERCEDES-BENZ Clase A,180,,2023,14216,Diésel,Cádiz,32890
MERCEDES-BENZ Clase A,180,,2019,75000,Diésel,Alicante,22500
MERCEDES-BENZ Clase A,180,,2023,15829,Diésel,Málaga,31990
MERCEDES-BENZ Clase A,200,,2019,82131,Diésel,Madrid,29300
MERCEDES-BENZ Clase A,200,,2023,9540,Diésel,Madrid,33990
MERCEDES-BENZ Clase A,200,,2023,16775,Diésel,Jaén,34990
MERCEDES-BENZ Clase A,250,,2024,11500,Híbrido,Jaén,39900
MERCEDES-BENZ Clase A,200,Sedán,2020,79000,Gasolina,La Coruña,27900
MERCEDES-BENZ Clase A,250,,2016,16500,Gasolina,Barcelona,27500
MERCEDES-BENZ Clase A,180,,2009,289400,Diésel,Madrid,4450
MERCEDES-BENZ Clase A,220,,2020,30000,Diésel,Madrid,34990
MERCEDES-BENZ Clase A,180,,2020,103273,Diésel,Valencia,23990
MERCEDES-BENZ Clase A,200,,2020,56653,Diésel,Madrid,31100
MERCEDES-BENZ Clase A,200,Sedán,2022,32040,Diésel,Jaén,31990
MERCEDES-BENZ Clase A,180,,2021,49001,Diésel,Barcelona,33500
MERCEDES-BENZ Clase A,200,,2023,23470,Diésel,Córdoba,32990
MERCEDES-BENZ Clase A,180,,2010,330000,Diésel,Madrid,5900
MERCEDES-BENZ Clase A,200,,2020,50660,Diésel,Madrid,31300
MERCEDES-BENZ Clase A,200,,2022,21365,Diésel,Málaga,31990
MERCEDES-BENZ Clase A,200,Sedán,2023,17999,Diésel,Asturias,34990
MERCEDES-BENZ Clase A,180,,2014,79523,Diésel,Madrid,16990
MERCEDES-BENZ Clase A,250,Sedán,2023,7075,Híbrido,Jaén,35990
MERCEDES-BENZ Clase A,180,,2017,156502,Diésel,Barcelona,18299
MERCEDES-BENZ Clase A,180,,2023,11463,Diésel,Guipúzcoa,33990
MERCEDES-BENZ Clase A,180,,2023,21699,Híbrido,Almería,33890
MERCEDES-BENZ Clase A,180,,2018,153500,Diésel,Madrid,19390
MERCEDES-BENZ Clase A,200,,2020,24030,Gasolina,Jaén,27990
MERCEDES-BENZ Clase A,180,,2020,87870,Diésel,Cádiz,27500
MERCEDES-BENZ Clase A,180,,2022,22419,Gasolina,Sevilla,32500
MERCEDES-BENZ Clase A,200,,2019,67343,Diésel,La Coruña,25790
MERCEDES-BENZ Clase A,200,,2018,125468,Gasolina,Cádiz,21990
MERCEDES-BENZ Clase A,150,,2005,124000,Gasolina,Málaga,7900
MERCEDES-BENZ Clase A,200,,2015,128800,Diésel,Madrid,14390
MERCEDES-BENZ Clase A,180,,2020,50482,Diésel,Cádiz,27900
MERCEDES-BENZ Clase A,250,,2014,10200,Gasolina,Madrid,22690
MERCEDES-BENZ Clase A,200,,2020,152062,Diésel,Málaga,22990
MERCEDES-BENZ Clase A,180,,2021,57000,Diésel,Madrid,33000
MERCEDES-BENZ Clase A,250,,2024,800,Híbrido,Sevilla,43900
MERCEDES-BENZ Clase A,160,,2001,308000,Diésel,Madrid,1450
MERCEDES-BENZ Clase A,200,,2015,95000,Diésel,Sevilla,17990
MERCEDES-BENZ Clase A,170,,2004,198000,Gasolina,Barcelona,3499
MERCEDES-BENZ Clase A,180,,2023,8405,Gasolina,Cádiz,32890
MERCEDES-BENZ Clase A,180,,2013,190000,Diésel,Salamanca,12499
MERCEDES-BENZ Clase A,220,,2019,99000,Gasolina,Tarragona,27900
MERCEDES-BENZ Clase A,180,,2023,6090,Diésel,Málaga,31990
MERCEDES-BENZ Clase A,200,,2016,93898,Diésel,Barcelona,18990
MERCEDES-BENZ Clase A,180,,2020,74522,Diésel,La Rioja,24500
MERCEDES-BENZ Clase A,180,,2022,120840,Gasolina,Jaén,20490
MERCEDES-BENZ Clase A,200,,2018,109994,Diésel,Madrid,21799
MERCEDES-BENZ Clase A,250,,2021,84169,Híbrido,Sevilla,30900
MERCEDES-BENZ Clase A,250,,2023,9988,Híbrido,Madrid,37990
MERCEDES-BENZ Clase A,180,,2017,98135,Diésel,Pontevedra,18990
MERCEDES-BENZ Clase A,160,,2009,76800,Gasolina,Valencia,11990
MERCEDES-BENZ Clase A,220,,2016,19990,Diésel,Barcelona,22900
MERCEDES-BENZ Clase A,220,,2019,111490,Gasolina,Toledo,28490
MERCEDES-BENZ Clase A,250,,2021,59900,Híbrido Enchufable,Madrid,27600
MERCEDES-BENZ Clase A,180,,2021,88336,Diésel,Madrid,23490
MERCEDES-BENZ Clase A,200,,2023,40287,Diésel,Málaga,31990
MERCEDES-BENZ Clase A,220,,2014,165000,Diésel,Cádiz,17990
MERCEDES-BENZ Clase A,180,,2020,58500,Diésel,La Coruña,26990
MERCEDES-BENZ Clase A,180,,2022,15254,Diésel,Granada,31095
MERCEDES-BENZ Clase A,180,,2015,72334,Diésel,Cáceres,17990
MERCEDES-BENZ Clase A,180,,2023,5522,Híbrido,Pontevedra,33990
MERCEDES-BENZ Clase A,180,,2017,100360,Gasolina,Barcelona,17490
MERCEDES-BENZ Clase A,180,,2018,73209,Diésel,Málaga,23490
MERCEDES-BENZ Clase A,200,Sedán,2022,14264,Diésel,Málaga,33990
MERCEDES-BENZ Clase A,180,Sedán,2023,20473,Híbrido,Cádiz,32990
MERCEDES-BENZ Clase A,200,Sedán,2022,25174,Diésel,Toledo,32990
MERCEDES-BENZ Clase A,180,,2019,82000,Diésel,Barcelona,22990
MERCEDES-BENZ Clase A,180,Sedán,2019,55000,Gasolina,Madrid,25900
MERCEDES-BENZ Clase A,180,,2018,66000,Diésel,Barcelona,25950
MERCEDES-BENZ Clase A,180,,2023,14540,Híbrido,Málaga,32490
MERCEDES-BENZ Clase A,180,,2023,19312,Híbrido,Jaén,32990
MERCEDES-BENZ Clase A,250,,2020,97526,Híbrido,Madrid,29100
MERCEDES-BENZ Clase A,250,,2021,42539,Híbrido,Madrid,32790
MERCEDES-BENZ Clase A,220,,2019,60755,Gasolina,Barcelona,27991
MERCEDES-BENZ Clase A,200,,2023,20000,Diésel,Barcelona,33790
MERCEDES-BENZ Clase A,200,,2018,21913,Gasolina,Barcelona,31900
MERCEDES-BENZ Clase A,180,,2019,80000,Diésel,Madrid,21500
MERCEDES-BENZ Clase A,180,,2009,321700,Diésel,Murcia,6300
MERCEDES-BENZ Clase A,180,,2023,15787,Diésel,Málaga,31990
MERCEDES-BENZ Clase A,250,Sedán,2020,105925,Híbrido,Madrid,30490
MERCEDES-BENZ Clase A,200,,2018,62000,Gasolina,Girona,28950
MERCEDES-BENZ Clase A,250,,2015,141171,Gasolina,Barcelona,20990
MERCEDES-BENZ Clase A,200,,2019,62658,Diésel,Madrid,26400
MERCEDES-BENZ Clase A,200,,2021,16246,Diésel,Madrid,32700
MERCEDES-BENZ Clase A,105,,2007,580000,Diésel,Madrid,5500
MERCEDES-BENZ Clase A,200,Sedán,2020,91000,Diésel,Barcelona,31475
MERCEDES-BENZ Clase A,110,,2018,131000,Diésel,Madrid,16350
MERCEDES-BENZ Clase A,200,,2018,109994,Diésel,Barcelona,21799
MERCEDES-BENZ Clase A,200,,2019,92767,Diésel,Madrid,24600
MERCEDES-BENZ Clase A,200,,2023,27318,Diésel,Sevilla,31900
MERCEDES-BENZ Clase A,200,,2019,92445,Diésel,Madrid,24400
MERCEDES-BENZ Clase A,180,,2018,63000,Gasolina,Málaga,18900
MERCEDES-BENZ Clase A,200,,2017,22500,Gasolina,Barcelona,23900
MERCEDES-BENZ Clase A,109,,2018,92772,Diésel,Madrid,17850
MERCEDES-BENZ Clase A,200,,2018,15000,Gasolina,Barcelona,30900
MERCEDES-BENZ Clase A,250,,2017,103000,Gasolina,Barcelona,25975
MERCEDES-BENZ Clase A,180,Sedán,2020,104429,Diésel,Cádiz,27500
MERCEDES-BENZ Clase A,180,,2018,148000,Diésel,Madrid,21000
MERCEDES-BENZ Clase A,180,,2021,65000,Diésel,Madrid,27500
MERCEDES-BENZ Clase A,250,,2024,7500,Híbrido,Jaén,39900
MERCEDES-BENZ Clase A,180,,2023,28956,Diésel,Cádiz,32890
MERCEDES-BENZ Clase A,180,,2018,96976,Diésel,Cádiz,27750
MERCEDES-BENZ Clase A,250,,2021,61000,Híbrido,Madrid,26450
MERCEDES-BENZ Clase A,180,,2014,103422,Diésel,Pontevedra,14500
MERCEDES-BENZ Clase A,200,,2023,19189,Diésel,Cádiz,34900
MERCEDES-BENZ Clase A,200,,2021,62056,Diésel,Sevilla,31900
MERCEDES-BENZ Clase A,180,,2019,67097,Diésel,Cádiz,22899
MERCEDES-BENZ Clase A,180,,2019,73700,Diésel,Albacete,24350
MERCEDES-BENZ Clase A,160,,2005,260000,Diésel,Madrid,2990
MERCEDES-BENZ Clase A,200,,2023,16000,Diésel,Jaén,41600
MERCEDES-BENZ Clase A,180,,2024,800,Gasolina,Sevilla,32900
MERCEDES-BENZ Clase A,200,,2020,120000,Gasolina,Sevilla,24990
MERCEDES-BENZ Clase A,135,,2013,275000,Diésel,Pontevedra,10300
MERCEDES-BENZ Clase A,170,,2002,169000,Diésel,Alicante,3200
MERCEDES-BENZ Clase A,180,,2020,89257,Diésel,Madrid,26400
MERCEDES-BENZ Clase A,180,,2018,37549,Diésel,Granada,23490
MERCEDES-BENZ Clase A,220,,2016,98000,Gasolina,Madrid,23750
MERCEDES-BENZ Clase A,150,,2004,111700,Gasolina,Málaga,5650
MERCEDES-BENZ Clase A,200,,2020,81000,Diésel,Murcia,35000
MERCEDES-BENZ Clase A,200,,2018,55000,Diésel,Madrid,22499
MERCEDES-BENZ Clase A,180,,2020,80000,Diésel,Cádiz,27990
MERCEDES-BENZ Clase A,250,Sedán,2023,45600,Híbrido,Jaén,35990
MERCEDES-BENZ Clase A,250,Sedán,2020,78000,Híbrido Enchufable,Barcelona,29900
MERCEDES-BENZ Clase A,200,,2019,84080,Diésel,Granada,25990
MERCEDES-BENZ Clase A,102,,2017,54000,Gasolina,Alicante,16500
MERCEDES-BENZ Clase A,180,,2020,55000,Diésel,Madrid,22850
MERCEDES-BENZ Clase A,200,,2019,82131,Diésel,Madrid,29300
MERCEDES-BENZ Clase A,160,,2022,18000,Híbrido,Madrid,31200
MERCEDES-BENZ Clase A,180,,2023,23300,Diésel,Madrid,33900
MERCEDES-BENZ Clase A,150,,2020,74000,Diésel,Guipúzcoa,32500
MERCEDES-BENZ Clase A,135,,2013,169000,Diésel,Barcelona,13700
MERCEDES-BENZ Clase A,360,,2015,99800,Gasolina,Barcelona,27600
MERCEDES-BENZ Clase A,165,,2023,60000,Gasolina,Valencia,27800
MERCEDES-BENZ Clase A,115,,2019,74670,Diésel,Ciudad Real,23000
MERCEDES-BENZ Clase A,160,,2006,260597,Diésel,Murcia,5900
MERCEDES-BENZ Clase A,175,,2018,74600,Diésel,Barcelona,22950
MERCEDES-BENZ Clase A,160,,2010,43918,Gasolina,Cádiz,11300
MERCEDES-BENZ Clase A,180,,2015,102200,Gasolina,Alicante,13900
MERCEDES-BENZ Clase A,160,,2021,50800,Híbrido,Asturias,28200
MERCEDES-BENZ Clase A,180,,2021,71664,Diésel,Madrid,24740
MERCEDES-BENZ Clase A,135,,2016,67500,Diésel,Islas Baleares,19150
MERCEDES-BENZ Clase A,200,,2015,195000,Diésel,Madrid,14795
MERCEDES-BENZ Clase A,180,,2020,71000,Diésel,Madrid,22850
MERCEDES-BENZ Clase A,170,,2014,160000,Diésel,Toledo,16750
MERCEDES-BENZ Clase A,250,,2021,25352,Híbrido,Madrid,33300
MERCEDES-BENZ Clase A,180,,2023,15819,Híbrido,Jaén,32990
MERCEDES-BENZ Clase A,218,,2021,50600,Híbrido,Asturias,32900
MERCEDES-BENZ Clase A,180,,2019,107000,Diésel,Barcelona,22900
MERCEDES-BENZ Clase A,200,,2017,103000,Diésel,Madrid,17800
MERCEDES-BENZ Clase A,150,,2020,96500,Diésel,Valencia,27900
MERCEDES-BENZ Clase A,360,,2013,134251,Gasolina,Madrid,25750
MERCEDES-BENZ Clase A,115,,2020,83900,Diésel,Madrid,25800
MERCEDES-BENZ Clase A,200,Sedán,2019,60000,Gasolina,Madrid,24450
MERCEDES-BENZ Clase A,200,,2013,108000,Diésel,Barcelona,17990
MERCEDES-BENZ Clase A,160,,2001,276999,Diésel,Madrid,1500
MERCEDES-BENZ Clase A,115,,2021,30000,Diésel,Cádiz,25900
MERCEDES-BENZ Clase A,190,,2019,86000,Diésel,Málaga,28900
MERCEDES-BENZ Clase A,180,,2018,144000,Diésel,Lleida,20000
MERCEDES-BENZ Clase A,200,,2023,8835,Diésel,Jaén,33990
MERCEDES-BENZ Clase A,180,,2019,54000,Diésel,Alicante,54300
MERCEDES-BENZ Clase A,180,,2015,92307,Gasolina,Barcelona,20000
MERCEDES-BENZ Clase A,135,,2013,190000,Diésel,Madrid,12550
MERCEDES-BENZ Clase A,110,,2012,75400,Diésel,Barcelona,11950
MERCEDES-BENZ Clase A,220,,2016,98000,Gasolina,Barcelona,23800
MERCEDES-BENZ Clase A,180,,2021,59503,Gasolina,La Coruña,28790
MERCEDES-BENZ Clase A,135,,2016,135000,Diésel,Barcelona,17800
MERCEDES-BENZ Clase A,180,Sedán,2022,68000,Diésel,Madrid,26850
MERCEDES-BENZ Clase A,200,,2019,83000,Gasolina,Madrid,23850
MERCEDES-BENZ Clase A,180,,2016,190000,Diésel,Valencia,13000
MERCEDES-BENZ Clase A,180,,2020,53000,Diésel,Madrid,21850
MERCEDES-BENZ Clase A,180,,2020,69345,Diésel,Jaén,27990
MERCEDES-BENZ Clase A,180,,2008,265000,Diésel,Madrid,3500
MERCEDES-BENZ Clase A,180,,2011,52800,Diésel,Barcelona,10499
MERCEDES-BENZ Clase A,135,,2016,225000,Diésel,Asturias,14750
MERCEDES-BENZ Clase A,135,,2015,140000,Diésel,Málaga,17350
MERCEDES-BENZ Clase A,180,,2014,61000,Gasolina,Asturias,15600
MERCEDES-BENZ Clase A,175,,2018,100000,Diésel,Barcelona,21700
MERCEDES-BENZ Clase A,160,,2022,50000,Híbrido,Barcelona,25900
MERCEDES-BENZ Clase A,115,,2019,85200,Diésel,Barcelona,21000
MERCEDES-BENZ Clase A,180,,2022,19000,Diésel,Barcelona,31950
MERCEDES-BENZ Clase A,180,,2015,112000,Diésel,Barcelona,16990
MERCEDES-BENZ Clase A,115,,2019,128197,Diésel,Huelva,21700
MERCEDES-BENZ Clase A,200,,2018,85000,Gasolina,Guipúzcoa,22000
MERCEDES-BENZ Clase A,380,,2018,60000,Gasolina,Madrid,35350
MERCEDES-BENZ Clase A,180,,2015,210000,Diésel,Alicante,13500
MERCEDES-BENZ Clase A,200,,2016,65000,Diésel,Barcelona,21500
MERCEDES-BENZ Clase A,200,,2013,162000,Gasolina,Vizcaya,13000
MERCEDES-BENZ Clase A,120,,2019,50000,Gasolina,Madrid,20200
MERCEDES-BENZ Clase A,110,,2019,95400,Diésel,Barcelona,20950
MERCEDES-BENZ Clase A,170,,2006,115000,Gasolina,Barcelona,8500
MERCEDES-BENZ Clase A,200,,2020,53427,Diésel,Tarragona,27000
MERCEDES-BENZ Clase A,120,,2013,41100,Gasolina,Barcelona,14500
MERCEDES-BENZ Clase A,150,,2020,30000,Diésel,Lleida,26200
MERCEDES-BENZ Clase A,135,,2019,81000,Gasolina,Jaén,23200
MERCEDES-BENZ Clase A,420,,2020,75000,Gasolina,Alicante,50990
MERCEDES-BENZ Clase A,200,,2016,102000,Diésel,Valencia,17990
MERCEDES-BENZ Clase A,160,,2023,25400,Híbrido,Barcelona,30200
MERCEDES-BENZ Clase A,305,,2019,70000,Gasolina,Alicante,37300
MERCEDES-BENZ Clase A,200,,2015,174000,Diésel,Barcelona,13600
MERCEDES-BENZ Clase A,160,,2020,47000,Híbrido,Cádiz,30000
MERCEDES-BENZ Clase A,160,,2021,45000,Híbrido,Madrid,26800
MERCEDES-BENZ Clase A,110,,2015,70000,Diésel,Murcia,13300
MERCEDES-BENZ Clase A,110,,2010,180000,Diésel,Madrid,5600
MERCEDES-BENZ Clase A,165,,2021,58000,Gasolina,Granada,26350
MERCEDES-BENZ Clase A,135,,2018,90000,Diésel,Alicante,19000
MERCEDES-BENZ Clase A,115,,2019,120000,Diésel,Huelva,23050
MERCEDES-BENZ Clase A,250,,2023,3000,Híbrido,Madrid,35990
MERCEDES-BENZ Clase A,200,,2023,51637,Diésel,Valencia,32500
MERCEDES-BENZ Clase A,115,,2018,75000,Diésel,Barcelona,21450
MERCEDES-BENZ Clase A,180,,2023,3548,Diésel,León,31890
MERCEDES-BENZ Clase A,200,,2019,39000,Gasolina,Girona,31990
MERCEDES-BENZ Clase A,200,,2022,38000,Gasolina,La Coruña,32490
MERCEDES-BENZ Clase A,180,Sedán,2020,130467,Diésel,Vizcaya,23990
MERCEDES-BENZ Clase A,250,Compacto,2023,3800,Híbrido,Islas Baleares,39900
MERCEDES-BENZ Clase A,250,,2019,108000,Gasolina,Girona,32990
MERCEDES-BENZ Clase A,200,,2020,59097,Gasolina,Barcelona,30990
MERCEDES-BENZ Clase A,200,,2018,79143,Gasolina,Sevilla,25490
MERCEDES-BENZ Clase A,180,,2019,68640,Diésel,Jaén,25900
MERCEDES-BENZ Clase A,180,,2020,62361,Diésel,Madrid,25390
MERCEDES-BENZ Clase A,250,,2024,4,Híbrido,La Rioja,42900
MERCEDES-BENZ Clase A,250,Compacto,2024,0,Híbrido,Madrid,45900
MERCEDES-BENZ Clase A,180,,2013,129360,Diésel,Málaga,13850
MERCEDES-BENZ Clase A,200,Sedán,2021,118110,Diésel,Córdoba,29890
MERCEDES-BENZ Clase A,250,,2021,106126,Híbrido,Toledo,24990
MERCEDES-BENZ Clase A,220,,2019,97671,Diésel,Valladolid,31490
MERCEDES-BENZ Clase A,200,,2019,47568,Gasolina,Madrid,28899
MERCEDES-BENZ Clase A,116,,2022,32000,Diésel,Madrid,28495
MERCEDES-BENZ Clase A,180,,2016,143891,Diésel,Granada,18500
MERCEDES-BENZ Clase A,180,,2019,75169,Gasolina,Barcelona,21500
MERCEDES-BENZ Clase A,180,,2023,27962,Gasolina,La Rioja,32900
MERCEDES-BENZ Clase A,200,,2020,41342,Diésel,Barcelona,30900
MERCEDES-BENZ Clase A,200,,2023,24634,Diésel,Cádiz,33900
MERCEDES-BENZ Clase A,200,,2023,24634,Diésel,Cádiz,33900
MERCEDES-BENZ Clase A,116,,2022,32000,Diésel,Madrid,28495
MERCEDES-BENZ Clase A,180,,2019,76520,Diésel,Barcelona,26990
MERCEDES-BENZ Clase A,180,,2018,96935,Diésel,Cádiz,24900
MERCEDES-BENZ Clase A,360,,2013,120000,Gasolina,Madrid,27990
MERCEDES-BENZ Clase A,250,,2020,78500,Híbrido,Madrid,28990
MERCEDES-BENZ Clase A,200,,2023,13783,Diésel,Barcelona,36900
MERCEDES-BENZ Clase A,180,,2019,53907,Gasolina,Sevilla,23900
MERCEDES-BENZ Clase A,200,,2017,35500,Diésel,Madrid,22690
MERCEDES-BENZ Clase A,200,,2014,112000,Diésel,Madrid,17190
MERCEDES-BENZ Clase A,180,,2024,15600,Gasolina,Madrid,32990
MERCEDES-BENZ Clase A,220,,2016,131817,Diésel,Madrid,26500
MERCEDES-BENZ Clase A,200,,2019,49332,Gasolina,Madrid,27990
MERCEDES-BENZ Clase A,200,,2014,166600,Diésel,Málaga,17999
MERCEDES-BENZ Clase A,180,,2024,15600,Gasolina,Madrid,32990
MERCEDES-BENZ Clase A,220,,2016,131817,Diésel,Madrid,26500
MERCEDES-BENZ Clase A,200,,2020,73325,Diésel,Córdoba,20990
MERCEDES-BENZ Clase A,180,,2020,85988,Diésel,Madrid,24500
MERCEDES-BENZ Clase A,200,,2023,17609,Diésel,Sevilla,33900
MERCEDES-BENZ Clase A,200,,2023,14609,Diésel,Sevilla,33900
MERCEDES-BENZ Clase A,180,,2019,76520,Diésel,Barcelona,26990
MERCEDES-BENZ Clase A,200,,2014,166600,Diésel,Málaga,17999
MERCEDES-BENZ Clase A,250,Sedán,2023,26295,Híbrido Enchufable,Barcelona,39500
MERCEDES-BENZ Clase A,200,,2020,50660,Diésel,Madrid,31300
MERCEDES-BENZ Clase A,180,,2021,49952,Diésel,Málaga,26890
MERCEDES-BENZ Clase A,180,Sedán,2019,99801,Diésel,Málaga,26490
MERCEDES-BENZ Clase A,200,,2023,11467,Diésel,Madrid,32990
MERCEDES-BENZ Clase A,200,,2023,34134,Gasolina,Málaga,33890
MERCEDES-BENZ Clase A,170,,2003,218000,Diésel,Murcia,3499
MERCEDES-BENZ Clase A,200,,2021,38414,Diésel,Madrid,32400
MERCEDES-BENZ Clase A,200,,2019,48326,Diésel,Madrid,25490
MERCEDES-BENZ Clase A,180,,2021,69000,Diésel,Madrid,29500
MERCEDES-BENZ Clase A,180,,2021,79000,Diésel,Madrid,29500
MERCEDES-BENZ Clase A,200,,2019,98926,Gasolina,Madrid,26990
MERCEDES-BENZ Clase A,200,,2022,63170,Diésel,Madrid,28990
MERCEDES-BENZ Clase A,200,,2021,72225,Diésel,Madrid,31750
MERCEDES-BENZ Clase A,200,,2019,29542,Diésel,Madrid,29350
MERCEDES-BENZ Clase A,200,,2019,107500,Diésel,Madrid,25290
MERCEDES-BENZ Clase A,200,,2015,120000,Diésel,Barcelona,17990
MERCEDES-BENZ Clase A,200,,2023,9234,Diésel,Barcelona,35995
MERCEDES-BENZ Clase A,250,,2021,69525,Híbrido Enchufable,Madrid,26490
MERCEDES-BENZ Clase A,180,,2020,114961,Diésel,Córdoba,25990
MERCEDES-BENZ Clase A,220,,2018,93098,Gasolina,Toledo,26990
MERCEDES-BENZ Clase A,180,,2017,187882,Gasolina,Barcelona,13990
MERCEDES-BENZ Clase A,250,,2021,69525,Híbrido Enchufable,Madrid,26490
MERCEDES-BENZ Clase A,180,,2008,301000,Diésel,Barcelona,4999
MERCEDES-BENZ Clase A,200,,2021,113000,Diésel,Barcelona,28400
MERCEDES-BENZ Clase A,180,Compacto,2024,4100,Gasolina,Navarra,35489
MERCEDES-BENZ Clase A,200,,2013,112117,Diésel,Sevilla,16300
MERCEDES-BENZ Clase A,200,,2023,10459,Diésel,Sevilla,33900
MERCEDES-BENZ Clase A,180,,2023,10979,Diésel,Sevilla,31900
MERCEDES-BENZ Clase A,180,,2018,135000,Gasolina,Madrid,17995
MERCEDES-BENZ Clase A,180,,2018,120336,Diésel,Jaén,21990
MERCEDES-BENZ Clase A,200,,2018,87995,Gasolina,Madrid,23490
MERCEDES-BENZ Clase A,200,,2021,95000,Diésel,Madrid,22490
MERCEDES-BENZ Clase A,180,,2021,23000,Diésel,Málaga,32950
MERCEDES-BENZ Clase A,200,,2018,45544,Gasolina,Barcelona,24990
MERCEDES-BENZ Clase A,180,,2019,54700,Diésel,Barcelona,27500
MERCEDES-BENZ Clase A,180,,2008,301000,Diésel,Barcelona,4999
MERCEDES-BENZ Clase A,200,,2014,119224,Diésel,Barcelona,17399
MERCEDES-BENZ Clase A,180,,2021,23000,Diésel,Málaga,32950
MERCEDES-BENZ Clase A,200,,2018,45544,Gasolina,Barcelona,24990
MERCEDES-BENZ Clase A,180,,2010,197000,Diésel,Sevilla,6990
MERCEDES-BENZ Clase A,180,,2019,40700,Diésel,Barcelona,25990
MERCEDES-BENZ Clase A,200,,2021,95000,Diésel,Madrid,22490
MERCEDES-BENZ Clase A,200,,2020,97965,Diésel,Málaga,27450
MERCEDES-BENZ Clase A,250,,2020,88905,Híbrido,Madrid,28490
MERCEDES-BENZ Clase A,180,,2013,88152,Gasolina,Madrid,17690
MERCEDES-BENZ Clase A,180,,2015,92016,Diésel,Barcelona,16899
MERCEDES-BENZ Clase A,200,,2019,83453,Diésel,Málaga,25890
MERCEDES-BENZ Clase A,180,,2016,109469,Diésel,Valencia,18890
MERCEDES-BENZ Clase A,180,,2020,77227,Diésel,Madrid,25900
MERCEDES-BENZ Clase A,200,,2023,17069,Diésel,Sevilla,33900
MERCEDES-BENZ Clase A,200,,2020,25858,Diésel,Madrid,30990
MERCEDES-BENZ Clase A,180,,2013,88152,Gasolina,Madrid,17690
MERCEDES-BENZ Clase A,180,,2015,92016,Diésel,Barcelona,16899
MERCEDES-BENZ Clase A,250,,2021,33000,Gasolina,Madrid,34990
MERCEDES-BENZ Clase A,250,,2020,33500,Híbrido,Madrid,30990
MERCEDES-BENZ Clase A,180,,2020,40889,Gasolina,Madrid,27300
MERCEDES-BENZ Clase A,190,,2003,123390,Gasolina,La Coruña,4990
